Localité;ID;Code postal;ssCommune;Sous-commune;Commune principale;Province;;;;;;;;;;;;;;;;;;;;;
Ivoz-Ramet;4405;4400;VRAI;Oui;FLÉMALLE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Mons-Lez-Liège;4406;4400;VRAI;Oui;FLÉMALLE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Montegnée;4407;4420;VRAI;Oui;SAINT-NICOLAS;LIEGE;;;;;;;;;;;;;;;;;;;;;
Saint-Nicolas;4408;4420;FAUX;Non;SAINT-NICOLAS;LIEGE;;;;;;;;;;;;;;;;;;;;;
Tilleur;4409;4420;VRAI;Oui;SAINT-NICOLAS;LIEGE;;;;;;;;;;;;;;;;;;;;;
Ans;4410;4430;FAUX;Non;ANS;LIEGE;;;;;;;;;;;;;;;;;;;;;
Loncin;4411;4431;VRAI;Oui;ANS;LIEGE;;;;;;;;;;;;;;;;;;;;;
Alleur;4412;4432;VRAI;Oui;ANS;LIEGE;;;;;;;;;;;;;;;;;;;;;
Xhendremael;4413;4432;VRAI;Oui;ANS;LIEGE;;;;;;;;;;;;;;;;;;;;;
Juprelle;4414;4450;FAUX;Non;JUPRELLE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Lantin;4415;4450;VRAI;Oui;JUPRELLE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Slins;4416;4450;VRAI;Oui;JUPRELLE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Voroux-Lez-Liers;4417;4451;VRAI;Oui;JUPRELLE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Paifve;4418;4452;VRAI;Oui;JUPRELLE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Wihogne;4419;4452;VRAI;Oui;JUPRELLE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Villers-Saint-Siméon;4420;4453;VRAI;Oui;JUPRELLE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Fexhe-Slins;4421;4458;VRAI;Oui;JUPRELLE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Bierset;4422;4460;VRAI;Oui;GRÂCE-HOLLOGNE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Grâce-Berleur;4423;4460;VRAI;Oui;GRÂCE-HOLLOGNE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Grâce-Hollogne;4424;4460;FAUX;Non;GRÂCE-HOLLOGNE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Hollogne-Aux-Pierres;4425;4460;VRAI;Oui;GRÂCE-HOLLOGNE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Horion-Hozémont;4426;4460;VRAI;Oui;GRÂCE-HOLLOGNE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Velroux;4427;4460;VRAI;Oui;GRÂCE-HOLLOGNE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Saint-Georges-Sur-Meuse;4428;4470;FAUX;Non;SAINT-GEORGES-SUR-MEUSE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Clermont-Sous-Huy;4429;4480;VRAI;Oui;ENGIS;LIEGE;;;;;;;;;;;;;;;;;;;;;
Ehein;4430;4480;VRAI;Oui;ENGIS;LIEGE;;;;;;;;;;;;;;;;;;;;;
Engis;4431;4480;FAUX;Non;ENGIS;LIEGE;;;;;;;;;;;;;;;;;;;;;
Hermalle-Sous-Huy;4432;4480;VRAI;Oui;ENGIS;LIEGE;;;;;;;;;;;;;;;;;;;;;
Ben-Ahin;4500;4500;VRAI;Oui;HUY;LIEGE;;;;;;;;;;;;;;;;;;;;;
Huy;4501;4500;FAUX;Non;HUY;LIEGE;;;;;;;;;;;;;;;;;;;;;
Tihange;4502;4500;VRAI;Oui;HUY;LIEGE;;;;;;;;;;;;;;;;;;;;;
Antheit;4503;4520;VRAI;Oui;WANZE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Bas-Oha;4504;4520;VRAI;Oui;WANZE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Huccorgne;4505;4520;VRAI;Oui;WANZE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Moha;4506;4520;VRAI;Oui;WANZE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Vinalmont;4507;4520;VRAI;Oui;WANZE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Wanze;4508;4520;FAUX;Non;WANZE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Fize-Fontaine;4509;4530;VRAI;Oui;VILLERS-LE-BOUILLET;LIEGE;;;;;;;;;;;;;;;;;;;;;
Vaux-Et-Borset;4510;4530;VRAI;Oui;VILLERS-LE-BOUILLET;LIEGE;;;;;;;;;;;;;;;;;;;;;
Vieux-Waleffe;4511;4530;VRAI;Oui;VILLERS-LE-BOUILLET;LIEGE;;;;;;;;;;;;;;;;;;;;;
Villers-Le-Bouillet;4512;4530;FAUX;Non;VILLERS-LE-BOUILLET;LIEGE;;;;;;;;;;;;;;;;;;;;;
Warnant-Dreye;4513;4530;VRAI;Oui;VILLERS-LE-BOUILLET;LIEGE;;;;;;;;;;;;;;;;;;;;;
Bodegnée;4514;4537;VRAI;Oui;VERLAINE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Chapon-Seraing;4515;4537;VRAI;Oui;VERLAINE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Seraing-Le-Château;4516;4537;VRAI;Oui;VERLAINE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Verlaine;4517;4537;FAUX;Non;VERLAINE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Amay;4518;4540;FAUX;Non;AMAY;LIEGE;;;;;;;;;;;;;;;;;;;;;
Ampsin;4519;4540;VRAI;Oui;AMAY;LIEGE;;;;;;;;;;;;;;;;;;;;;
Flône;4520;4540;VRAI;Oui;AMAY;LIEGE;;;;;;;;;;;;;;;;;;;;;
Jehay;4521;4540;VRAI;Oui;AMAY;LIEGE;;;;;;;;;;;;;;;;;;;;;
Ombret;4522;4540;VRAI;Oui;AMAY;LIEGE;;;;;;;;;;;;;;;;;;;;;
Nandrin;4523;4550;FAUX;Non;NANDRIN;LIEGE;;;;;;;;;;;;;;;;;;;;;
Saint-Séverin;4524;4550;VRAI;Oui;NANDRIN;LIEGE;;;;;;;;;;;;;;;;;;;;;
Villers-Le-Temple;4525;4550;VRAI;Oui;NANDRIN;LIEGE;;;;;;;;;;;;;;;;;;;;;
Yernée-Fraineux;4526;4550;VRAI;Oui;NANDRIN;LIEGE;;;;;;;;;;;;;;;;;;;;;
Abée;4527;4557;VRAI;Oui;TINLOT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Fraiture;4528;4557;VRAI;Oui;TINLOT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Ramelot;4529;4557;VRAI;Oui;TINLOT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Seny;4530;4557;VRAI;Oui;TINLOT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Soheit-Tinlot;4531;4557;VRAI;Oui;TINLOT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Tinlot;4532;4557;FAUX;Non;TINLOT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Bois-Et-Borsu;4533;4560;VRAI;Oui;CLAVIER;LIEGE;;;;;;;;;;;;;;;;;;;;;
Clavier;4534;4560;FAUX;Non;CLAVIER;LIEGE;;;;;;;;;;;;;;;;;;;;;
Les Avins;4535;4560;VRAI;Oui;CLAVIER;LIEGE;;;;;;;;;;;;;;;;;;;;;
Ocquier;4536;4560;VRAI;Oui;CLAVIER;LIEGE;;;;;;;;;;;;;;;;;;;;;
Pailhe;4537;4560;VRAI;Oui;CLAVIER;LIEGE;;;;;;;;;;;;;;;;;;;;;
Terwagne;4538;4560;VRAI;Oui;CLAVIER;LIEGE;;;;;;;;;;;;;;;;;;;;;
Marchin;4539;4570;FAUX;Non;MARCHIN;LIEGE;;;;;;;;;;;;;;;;;;;;;
Vyle-Et-Tharoul;4540;4570;VRAI;Oui;MARCHIN;LIEGE;;;;;;;;;;;;;;;;;;;;;
Modave;4541;4577;FAUX;Non;MODAVE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Outrelouxhe;4542;4577;VRAI;Oui;MODAVE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Strée-Lez-Huy;4543;4577;VRAI;Oui;MODAVE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Vierset-Barse;4544;4577;VRAI;Oui;MODAVE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Ellemelle;4545;4590;VRAI;Oui;OUFFET;LIEGE;;;;;;;;;;;;;;;;;;;;;
Ouffet;4546;4590;FAUX;Non;OUFFET;LIEGE;;;;;;;;;;;;;;;;;;;;;
Warzée;4547;4590;VRAI;Oui;OUFFET;LIEGE;;;;;;;;;;;;;;;;;;;;;
Lanaye;4600;4600;VRAI;Oui;VISÉ;LIEGE;;;;;;;;;;;;;;;;;;;;;
Lixhe;4601;4600;VRAI;Oui;VISÉ;LIEGE;;;;;;;;;;;;;;;;;;;;;
Richelle;4602;4600;VRAI;Oui;VISÉ;LIEGE;;;;;;;;;;;;;;;;;;;;;
Visé;4603;4600;FAUX;Non;VISÉ;LIEGE;;;;;;;;;;;;;;;;;;;;;
Argenteau;4604;4601;VRAI;Oui;VISÉ;LIEGE;;;;;;;;;;;;;;;;;;;;;
Cheratte;4605;4602;VRAI;Oui;VISÉ;LIEGE;;;;;;;;;;;;;;;;;;;;;
Saint-André;4606;4606;VRAI;Oui;DALHEM;LIEGE;;;;;;;;;;;;;;;;;;;;;
Berneau;4607;4607;VRAI;Oui;DALHEM;LIEGE;;;;;;;;;;;;;;;;;;;;;
Bombaye;4608;4607;VRAI;Oui;DALHEM;LIEGE;;;;;;;;;;;;;;;;;;;;;
Dalhem;4609;4607;FAUX;Non;DALHEM;LIEGE;;;;;;;;;;;;;;;;;;;;;
Feneur;4610;4607;VRAI;Oui;DALHEM;LIEGE;;;;;;;;;;;;;;;;;;;;;
Mortroux;4611;4607;VRAI;Oui;DALHEM;LIEGE;;;;;;;;;;;;;;;;;;;;;
Neufchâteau;4612;4608;VRAI;Oui;DALHEM;LIEGE;;;;;;;;;;;;;;;;;;;;;
Warsage;4613;4608;VRAI;Oui;DALHEM;LIEGE;;;;;;;;;;;;;;;;;;;;;
Bellaire;4614;4610;VRAI;Oui;BEYNE-HEUSAY;LIEGE;;;;;;;;;;;;;;;;;;;;;
Beyne-Heusay;4615;4610;FAUX;Non;BEYNE-HEUSAY;LIEGE;;;;;;;;;;;;;;;;;;;;;
Queue-Du-Bois;4616;4610;VRAI;Oui;BEYNE-HEUSAY;LIEGE;;;;;;;;;;;;;;;;;;;;;
Fléron;4617;4620;FAUX;Non;FLÉRON;LIEGE;;;;;;;;;;;;;;;;;;;;;
Retinne;4618;4621;VRAI;Oui;FLÉRON;LIEGE;;;;;;;;;;;;;;;;;;;;;
Magnée;4619;4623;VRAI;Oui;FLÉRON;LIEGE;;;;;;;;;;;;;;;;;;;;;
Romsée;4620;4624;VRAI;Oui;FLÉRON;LIEGE;;;;;;;;;;;;;;;;;;;;;
Ayeneux;4621;4630;VRAI;Oui;SOUMAGNE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Micheroux;4622;4630;VRAI;Oui;SOUMAGNE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Soumagne;4623;4630;FAUX;Non;SOUMAGNE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Tignée;4624;4630;VRAI;Oui;SOUMAGNE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Evegnée;4625;4631;VRAI;Oui;SOUMAGNE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Cérexhe-Heuseux;4626;4632;VRAI;Oui;SOUMAGNE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Melen;4627;4633;VRAI;Oui;SOUMAGNE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Chaineux;4628;4650;VRAI;Oui;HERVE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Grand-Rechain;4629;4650;VRAI;Oui;HERVE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Herve;4630;4650;FAUX;Non;HERVE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Julémont;4631;4650;VRAI;Oui;HERVE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Battice;4632;4651;VRAI;Oui;HERVE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Xhendelesse;4633;4652;VRAI;Oui;HERVE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Bolland;4634;4653;VRAI;Oui;HERVE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Charneux;4635;4654;VRAI;Oui;HERVE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Blégny;4636;4670;FAUX;Non;BLÉGNY;LIEGE;;;;;;;;;;;;;;;;;;;;;
Mortier;4637;4670;VRAI;Oui;BLÉGNY;LIEGE;;;;;;;;;;;;;;;;;;;;;
Trembleur;4638;4670;VRAI;Oui;BLÉGNY;LIEGE;;;;;;;;;;;;;;;;;;;;;
Barchon;4639;4671;VRAI;Oui;BLÉGNY;LIEGE;;;;;;;;;;;;;;;;;;;;;
Housse;4640;4671;VRAI;Oui;BLÉGNY;LIEGE;;;;;;;;;;;;;;;;;;;;;
Saive;4641;4671;VRAI;Oui;BLÉGNY;LIEGE;;;;;;;;;;;;;;;;;;;;;
Saint-Remy;4642;4672;VRAI;Oui;BLÉGNY;LIEGE;;;;;;;;;;;;;;;;;;;;;
Hermée;4643;4680;VRAI;Oui;OUPEYE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Oupeye;4644;4680;FAUX;Non;OUPEYE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Hermalle-Sous-Argenteau;4645;4681;VRAI;Oui;OUPEYE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Heure-Le-Romain;4646;4682;VRAI;Oui;OUPEYE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Houtain-Saint-Siméon;4647;4682;VRAI;Oui;OUPEYE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Vivegnis;4648;4683;VRAI;Oui;OUPEYE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Haccourt;4649;4684;VRAI;Oui;OUPEYE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Bassenge;4650;4690;FAUX;Non;BASSENGE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Boirs;4651;4690;VRAI;Oui;BASSENGE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Eben-Emael;4652;4690;VRAI;Oui;BASSENGE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Glons;4653;4690;VRAI;Oui;BASSENGE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Roclenge-Sur-Geer;4654;4690;VRAI;Oui;BASSENGE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Wonck;4655;4690;VRAI;Oui;BASSENGE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Eupen;4700;4700;FAUX;Non;EUPEN;LIEGE;;;;;;;;;;;;;;;;;;;;;
Kettenis;4701;4701;VRAI;Oui;EUPEN;LIEGE;;;;;;;;;;;;;;;;;;;;;
Lontzen;4702;4710;FAUX;Non;LONTZEN;LIEGE;;;;;;;;;;;;;;;;;;;;;
Walhorn;4703;4711;VRAI;Oui;LONTZEN;LIEGE;;;;;;;;;;;;;;;;;;;;;
La Calamine;4704;4720;FAUX;Non;LA CALAMINE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Neu-Moresnet;4705;4721;VRAI;Oui;LA CALAMINE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Hergenrath;4706;4728;VRAI;Oui;LA CALAMINE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Hauset;4707;4730;VRAI;Oui;RAEREN;LIEGE;;;;;;;;;;;;;;;;;;;;;
Raeren;4708;4730;FAUX;Non;RAEREN;LIEGE;;;;;;;;;;;;;;;;;;;;;
Eynatten;4709;4731;VRAI;Oui;RAEREN;LIEGE;;;;;;;;;;;;;;;;;;;;;
Butgenbach;4710;4750;FAUX;Non;BUTGENBACH;LIEGE;;;;;;;;;;;;;;;;;;;;;
Elsenborn;4711;4750;VRAI;Oui;BUTGENBACH;LIEGE;;;;;;;;;;;;;;;;;;;;;
Bullange;4712;4760;FAUX;Non;BULLANGE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Manderfeld;4713;4760;VRAI;Oui;BULLANGE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Rocherath;4714;4761;VRAI;Oui;BULLANGE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Amblève;4715;4770;FAUX;Non;AMBLÈVE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Meyerode;4716;4770;VRAI;Oui;AMBLÈVE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Heppenbach;4717;4771;VRAI;Oui;AMBLÈVE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Recht;4718;4780;VRAI;Oui;SAINT-VITH;LIEGE;;;;;;;;;;;;;;;;;;;;;
Saint-Vith;4719;4780;FAUX;Non;SAINT-VITH;LIEGE;;;;;;;;;;;;;;;;;;;;;
Schoenberg;4720;4782;VRAI;Oui;SAINT-VITH;LIEGE;;;;;;;;;;;;;;;;;;;;;
Lommersweiler;4721;4783;VRAI;Oui;SAINT-VITH;LIEGE;;;;;;;;;;;;;;;;;;;;;
Crombach;4722;4784;VRAI;Oui;SAINT-VITH;LIEGE;;;;;;;;;;;;;;;;;;;;;
Reuland;4723;4790;VRAI;Oui;BURG-REULAND;LIEGE;;;;;;;;;;;;;;;;;;;;;
Thommen;4724;4791;VRAI;Oui;BURG-REULAND;LIEGE;;;;;;;;;;;;;;;;;;;;;
Ensival;4800;4800;VRAI;Oui;VERVIERS;LIEGE;;;;;;;;;;;;;;;;;;;;;
Lambermont;4801;4800;VRAI;Oui;VERVIERS;LIEGE;;;;;;;;;;;;;;;;;;;;;
Petit-Rechain;4802;4800;VRAI;Oui;VERVIERS;LIEGE;;;;;;;;;;;;;;;;;;;;;
Polleur;4803;4800;VRAI;Oui;VERVIERS;LIEGE;;;;;;;;;;;;;;;;;;;;;
Verviers;4804;4800;FAUX;Non;VERVIERS;LIEGE;;;;;;;;;;;;;;;;;;;;;
Stembert;4805;4801;VRAI;Oui;VERVIERS;LIEGE;;;;;;;;;;;;;;;;;;;;;
Heusy;4806;4802;VRAI;Oui;VERVIERS;LIEGE;;;;;;;;;;;;;;;;;;;;;
Dison;4807;4820;FAUX;Non;DISON;LIEGE;;;;;;;;;;;;;;;;;;;;;
Andrimont;4808;4821;VRAI;Oui;DISON;LIEGE;;;;;;;;;;;;;;;;;;;;;
Limbourg;4809;4830;FAUX;Non;LIMBOURG;LIEGE;;;;;;;;;;;;;;;;;;;;;
Bilstain;4810;4831;VRAI;Oui;LIMBOURG;LIEGE;;;;;;;;;;;;;;;;;;;;;
Goé;4811;4834;VRAI;Oui;LIMBOURG;LIEGE;;;;;;;;;;;;;;;;;;;;;
Baelen;4812;4837;FAUX;Non;BAELEN;LIEGE;;;;;;;;;;;;;;;;;;;;;
Membach;4813;4837;VRAI;Oui;BAELEN;LIEGE;;;;;;;;;;;;;;;;;;;;;
Welkenraedt;4814;4840;FAUX;Non;WELKENRAEDT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Henri-Chapelle;4815;4841;VRAI;Oui;WELKENRAEDT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Jalhay;4816;4845;FAUX;Non;JALHAY;LIEGE;;;;;;;;;;;;;;;;;;;;;
Sart-Lez-Spa;4817;4845;VRAI;Oui;JALHAY;LIEGE;;;;;;;;;;;;;;;;;;;;;
Montzen;4818;4850;VRAI;Oui;PLOMBIÈRES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Moresnet;4819;4850;VRAI;Oui;PLOMBIÈRES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Gemmenich;4820;4851;VRAI;Oui;PLOMBIÈRES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Sippenaeken;4821;4851;VRAI;Oui;PLOMBIÈRES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Hombourg;4822;4852;VRAI;Oui;PLOMBIÈRES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Cornesse;4823;4860;VRAI;Oui;PEPINSTER;LIEGE;;;;;;;;;;;;;;;;;;;;;
Pepinster;4824;4860;FAUX;Non;PEPINSTER;LIEGE;;;;;;;;;;;;;;;;;;;;;
Wegnez;4825;4860;VRAI;Oui;PEPINSTER;LIEGE;;;;;;;;;;;;;;;;;;;;;
Soiron;4826;4861;VRAI;Oui;PEPINSTER;LIEGE;;;;;;;;;;;;;;;;;;;;;
Forêt;4827;4870;VRAI;Oui;TROOZ;LIEGE;;;;;;;;;;;;;;;;;;;;;
Fraipont;4828;4870;VRAI;Oui;TROOZ;LIEGE;;;;;;;;;;;;;;;;;;;;;
Nessonvaux;4829;4870;VRAI;Oui;TROOZ;LIEGE;;;;;;;;;;;;;;;;;;;;;
Olne;4830;4877;FAUX;Non;OLNE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Aubel;4831;4880;FAUX;Non;AUBEL;LIEGE;;;;;;;;;;;;;;;;;;;;;
Clermont;4832;4890;VRAI;Oui;THIMISTER-CLERMONT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Thimister;4833;4890;VRAI;Oui;THIMISTER-CLERMONT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Spa;4900;4900;FAUX;Non;SPA;LIEGE;;;;;;;;;;;;;;;;;;;;;
La Reid;4901;4910;VRAI;Oui;THEUX;LIEGE;;;;;;;;;;;;;;;;;;;;;
Polleur;4902;4910;VRAI;Oui;THEUX;LIEGE;;;;;;;;;;;;;;;;;;;;;
Theux;4903;4910;FAUX;Non;THEUX;LIEGE;;;;;;;;;;;;;;;;;;;;;
Aywaille;4904;4920;FAUX;Non;AYWAILLE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Ernonheid;4905;4920;VRAI;Oui;AYWAILLE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Harzé;4906;4920;VRAI;Oui;AYWAILLE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Louveigné;4907;4920;VRAI;Oui;AYWAILLE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Sougné-Remouchamps;4908;4920;VRAI;Oui;AYWAILLE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Faymonville;4909;4950;VRAI;Oui;WAIMES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Robertville;4910;4950;VRAI;Oui;WAIMES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Sourbrodt;4911;4950;VRAI;Oui;WAIMES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Waimes;4912;4950;FAUX;Non;WAIMES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Bellevaux-Ligneuville;4913;4960;VRAI;Oui;MALMEDY;LIEGE;;;;;;;;;;;;;;;;;;;;;
Bevercé;4914;4960;VRAI;Oui;MALMEDY;LIEGE;;;;;;;;;;;;;;;;;;;;;
Malmedy;4915;4960;FAUX;Non;MALMEDY;LIEGE;;;;;;;;;;;;;;;;;;;;;
Francorchamps;4916;4970;VRAI;Oui;STAVELOT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Stavelot;4917;4970;FAUX;Non;STAVELOT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Fosse;4918;4980;VRAI;Oui;TROIS-PONTS;LIEGE;;;;;;;;;;;;;;;;;;;;;
Trois-Ponts;4919;4980;FAUX;Non;TROIS-PONTS;LIEGE;;;;;;;;;;;;;;;;;;;;;
Wanne;4920;4980;VRAI;Oui;TROIS-PONTS;LIEGE;;;;;;;;;;;;;;;;;;;;;
Basse-Bodeux;4921;4983;VRAI;Oui;TROIS-PONTS;LIEGE;;;;;;;;;;;;;;;;;;;;;
Chevron;4922;4987;VRAI;Oui;STOUMONT;LIEGE;;;;;;;;;;;;;;;;;;;;;
La Gleize;4923;4987;VRAI;Oui;STOUMONT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Lorcé;4924;4987;VRAI;Oui;STOUMONT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Rahier;4925;4987;VRAI;Oui;STOUMONT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Stoumont;4926;4987;FAUX;Non;STOUMONT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Arbrefontaine;4927;4990;VRAI;Oui;LIERNEUX;LIEGE;;;;;;;;;;;;;;;;;;;;;
Bra;4928;4990;VRAI;Oui;LIERNEUX;LIEGE;;;;;;;;;;;;;;;;;;;;;
Lierneux;4929;4990;FAUX;Non;LIERNEUX;LIEGE;;;;;;;;;;;;;;;;;;;;;
Beez;5000;5000;VRAI;Oui;NAMUR;NAMUR;;;;;;;;;;;;;;;;;;;;;
Namur;5001;5000;FAUX;Non;NAMUR;NAMUR;;;;;;;;;;;;;;;;;;;;;
Belgrade;5002;5001;VRAI;Oui;NAMUR;NAMUR;;;;;;;;;;;;;;;;;;;;;
Saint-Servais;5003;5002;VRAI;Oui;NAMUR;NAMUR;;;;;;;;;;;;;;;;;;;;;
Saint-Marc;5004;5003;VRAI;Oui;NAMUR;NAMUR;;;;;;;;;;;;;;;;;;;;;
Bouge;5005;5004;VRAI;Oui;NAMUR;NAMUR;;;;;;;;;;;;;;;;;;;;;
SA SudPresse;5006;5010;FAUX;;SA SudPresse;;;;;;;;;;;;;;;;;;;;;;
Parlement Wallon;5007;5012;FAUX;;Parlement Wallon;;;;;;;;;;;;;;;;;;;;;;
Champion;5008;5020;VRAI;Oui;NAMUR;NAMUR;;;;;;;;;;;;;;;;;;;;;
Daussoulx;5009;5020;VRAI;Oui;NAMUR;NAMUR;;;;;;;;;;;;;;;;;;;;;
Flawinne;5010;5020;VRAI;Oui;NAMUR;NAMUR;;;;;;;;;;;;;;;;;;;;;
Malonne;5011;5020;VRAI;Oui;NAMUR;NAMUR;;;;;;;;;;;;;;;;;;;;;
Suarlée;5012;5020;VRAI;Oui;NAMUR;NAMUR;;;;;;;;;;;;;;;;;;;;;
Temploux;5013;5020;VRAI;Oui;NAMUR;NAMUR;;;;;;;;;;;;;;;;;;;;;
Vedrin;5014;5020;VRAI;Oui;NAMUR;NAMUR;;;;;;;;;;;;;;;;;;;;;
Boninne;5015;5021;VRAI;Oui;NAMUR;NAMUR;;;;;;;;;;;;;;;;;;;;;
Cognelée;5016;5022;VRAI;Oui;NAMUR;NAMUR;;;;;;;;;;;;;;;;;;;;;
Gelbressée;5017;5024;VRAI;Oui;NAMUR;NAMUR;;;;;;;;;;;;;;;;;;;;;
Marche-Les-Dames;5018;5024;VRAI;Oui;NAMUR;NAMUR;;;;;;;;;;;;;;;;;;;;;
Beuzet;5019;5030;VRAI;Oui;GEMBLOUX;NAMUR;;;;;;;;;;;;;;;;;;;;;
Ernage;5020;5030;VRAI;Oui;GEMBLOUX;NAMUR;;;;;;;;;;;;;;;;;;;;;
Gembloux;5021;5030;FAUX;Non;GEMBLOUX;NAMUR;;;;;;;;;;;;;;;;;;;;;
Grand-Manil;5022;5030;VRAI;Oui;GEMBLOUX;NAMUR;;;;;;;;;;;;;;;;;;;;;
Lonzée;5023;5030;VRAI;Oui;GEMBLOUX;NAMUR;;;;;;;;;;;;;;;;;;;;;
Sauvenière;5024;5030;VRAI;Oui;GEMBLOUX;NAMUR;;;;;;;;;;;;;;;;;;;;;
Grand-Leez;5025;5031;VRAI;Oui;GEMBLOUX;NAMUR;;;;;;;;;;;;;;;;;;;;;
Bossière;5026;5032;VRAI;Oui;GEMBLOUX;NAMUR;;;;;;;;;;;;;;;;;;;;;
