Localité;ID;Code postal;ssCommune;Sous-commune;Commune principale;Province;;;;;;;;;;;;;;;;;;;;;
Bourseigne-Vieille;5588;5575;VRAI;Oui;GEDINNE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Gedinne;5589;5575;FAUX;Non;GEDINNE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Houdremont;5590;5575;VRAI;Oui;GEDINNE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Louette-Saint-Denis;5591;5575;VRAI;Oui;GEDINNE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Louette-Saint-Pierre;5592;5575;VRAI;Oui;GEDINNE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Malvoisin;5593;5575;VRAI;Oui;GEDINNE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Patignies;5594;5575;VRAI;Oui;GEDINNE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Rienne;5595;5575;VRAI;Oui;GEDINNE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Sart-Custinne;5596;5575;VRAI;Oui;GEDINNE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Vencimont;5597;5575;VRAI;Oui;GEDINNE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Willerzie;5598;5575;VRAI;Oui;GEDINNE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Froidfontaine;5599;5576;VRAI;Oui;BEAURAING;NAMUR;;;;;;;;;;;;;;;;;;;;;
Ave-Et-Auffe;5600;5580;VRAI;Oui;ROCHEFORT;NAMUR;;;;;;;;;;;;;;;;;;;;;
Buissonville;5601;5580;VRAI;Oui;ROCHEFORT;NAMUR;;;;;;;;;;;;;;;;;;;;;
Eprave;5602;5580;VRAI;Oui;ROCHEFORT;NAMUR;;;;;;;;;;;;;;;;;;;;;
Han-Sur-Lesse;5603;5580;VRAI;Oui;ROCHEFORT;NAMUR;;;;;;;;;;;;;;;;;;;;;
Jemelle;5604;5580;VRAI;Oui;ROCHEFORT;NAMUR;;;;;;;;;;;;;;;;;;;;;
Lavaux-Sainte-Anne;5605;5580;VRAI;Oui;ROCHEFORT;NAMUR;;;;;;;;;;;;;;;;;;;;;
Lessive;5606;5580;VRAI;Oui;ROCHEFORT;NAMUR;;;;;;;;;;;;;;;;;;;;;
Mont-Gauthier;5607;5580;VRAI;Oui;ROCHEFORT;NAMUR;;;;;;;;;;;;;;;;;;;;;
Rochefort;5608;5580;FAUX;Non;ROCHEFORT;NAMUR;;;;;;;;;;;;;;;;;;;;;
Villers-Sur-Lesse;5609;5580;VRAI;Oui;ROCHEFORT;NAMUR;;;;;;;;;;;;;;;;;;;;;
Wavreille;5610;5580;VRAI;Oui;ROCHEFORT;NAMUR;;;;;;;;;;;;;;;;;;;;;
Jemelle;5611;5589;FAUX;;Jemelle;;;;;;;;;;;;;;;;;;;;;;
Achêne;5612;5590;VRAI;Oui;CINEY;NAMUR;;;;;;;;;;;;;;;;;;;;;
Braibant;5613;5590;VRAI;Oui;CINEY;NAMUR;;;;;;;;;;;;;;;;;;;;;
Chevetogne;5614;5590;VRAI;Oui;CINEY;NAMUR;;;;;;;;;;;;;;;;;;;;;
Ciney;5615;5590;FAUX;Non;CINEY;NAMUR;;;;;;;;;;;;;;;;;;;;;
Conneux;5616;5590;VRAI;Oui;CINEY;NAMUR;;;;;;;;;;;;;;;;;;;;;
Haversin;5617;5590;VRAI;Oui;CINEY;NAMUR;;;;;;;;;;;;;;;;;;;;;
Leignon;5618;5590;VRAI;Oui;CINEY;NAMUR;;;;;;;;;;;;;;;;;;;;;
Pessoux;5619;5590;VRAI;Oui;CINEY;NAMUR;;;;;;;;;;;;;;;;;;;;;
Serinchamps;5620;5590;VRAI;Oui;CINEY;NAMUR;;;;;;;;;;;;;;;;;;;;;
Sovet;5621;5590;VRAI;Oui;CINEY;NAMUR;;;;;;;;;;;;;;;;;;;;;
Fagnolle;5622;5600;VRAI;Oui;PHILIPPEVILLE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Franchimont;5623;5600;VRAI;Oui;PHILIPPEVILLE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Jamagne;5624;5600;VRAI;Oui;PHILIPPEVILLE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Jamiolle;5625;5600;VRAI;Oui;PHILIPPEVILLE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Merlemont;5626;5600;VRAI;Oui;PHILIPPEVILLE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Neuville;5627;5600;VRAI;Oui;PHILIPPEVILLE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Omezée;5628;5600;VRAI;Oui;PHILIPPEVILLE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Philippeville;5629;5600;FAUX;Non;PHILIPPEVILLE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Roly;5630;5600;VRAI;Oui;PHILIPPEVILLE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Romedenne;5631;5600;VRAI;Oui;PHILIPPEVILLE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Samart;5632;5600;VRAI;Oui;PHILIPPEVILLE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Sart-En-Fagne;5633;5600;VRAI;Oui;PHILIPPEVILLE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Sautour;5634;5600;VRAI;Oui;PHILIPPEVILLE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Surice;5635;5600;VRAI;Oui;PHILIPPEVILLE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Villers-En-Fagne;5636;5600;VRAI;Oui;PHILIPPEVILLE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Villers-Le-Gambon;5637;5600;VRAI;Oui;PHILIPPEVILLE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Vodecée;5638;5600;VRAI;Oui;PHILIPPEVILLE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Corenne;5639;5620;VRAI;Oui;FLORENNES;NAMUR;;;;;;;;;;;;;;;;;;;;;
Flavion;5640;5620;VRAI;Oui;FLORENNES;NAMUR;;;;;;;;;;;;;;;;;;;;;
Florennes;5641;5620;FAUX;Non;FLORENNES;NAMUR;;;;;;;;;;;;;;;;;;;;;
Hemptinne-Lez-Florennes;5642;5620;VRAI;Oui;FLORENNES;NAMUR;;;;;;;;;;;;;;;;;;;;;
Morville;5643;5620;VRAI;Oui;FLORENNES;NAMUR;;;;;;;;;;;;;;;;;;;;;
Rosée;5644;5620;VRAI;Oui;FLORENNES;NAMUR;;;;;;;;;;;;;;;;;;;;;
Saint-Aubin;5645;5620;VRAI;Oui;FLORENNES;NAMUR;;;;;;;;;;;;;;;;;;;;;
Hanzinelle;5646;5621;VRAI;Oui;FLORENNES;NAMUR;;;;;;;;;;;;;;;;;;;;;
Hanzinne;5647;5621;VRAI;Oui;FLORENNES;NAMUR;;;;;;;;;;;;;;;;;;;;;
Morialmé;5648;5621;VRAI;Oui;FLORENNES;NAMUR;;;;;;;;;;;;;;;;;;;;;
Thy-Le-Baudouin;5649;5621;VRAI;Oui;FLORENNES;NAMUR;;;;;;;;;;;;;;;;;;;;;
Cerfontaine;5650;5630;FAUX;Non;CERFONTAINE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Daussois;5651;5630;VRAI;Oui;CERFONTAINE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Senzeilles;5652;5630;VRAI;Oui;CERFONTAINE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Silenrieux;5653;5630;VRAI;Oui;CERFONTAINE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Soumoy;5654;5630;VRAI;Oui;CERFONTAINE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Villers-Deux-Eglises;5655;5630;VRAI;Oui;CERFONTAINE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Biesme;5656;5640;VRAI;Oui;METTET;NAMUR;;;;;;;;;;;;;;;;;;;;;
Biesmerée;5657;5640;VRAI;Oui;METTET;NAMUR;;;;;;;;;;;;;;;;;;;;;
Graux;5658;5640;VRAI;Oui;METTET;NAMUR;;;;;;;;;;;;;;;;;;;;;
Mettet;5659;5640;FAUX;Non;METTET;NAMUR;;;;;;;;;;;;;;;;;;;;;
Oret;5660;5640;VRAI;Oui;METTET;NAMUR;;;;;;;;;;;;;;;;;;;;;
Saint-Gérard;5661;5640;VRAI;Oui;METTET;NAMUR;;;;;;;;;;;;;;;;;;;;;
Furnaux;5662;5641;VRAI;Oui;METTET;NAMUR;;;;;;;;;;;;;;;;;;;;;
Ermeton-Sur-Biert;5663;5644;VRAI;Oui;METTET;NAMUR;;;;;;;;;;;;;;;;;;;;;
Stave;5664;5646;VRAI;Oui;METTET;NAMUR;;;;;;;;;;;;;;;;;;;;;
Castillon;5665;5650;VRAI;Oui;WALCOURT;NAMUR;;;;;;;;;;;;;;;;;;;;;
Chastrès;5666;5650;VRAI;Oui;WALCOURT;NAMUR;;;;;;;;;;;;;;;;;;;;;
Clermont;5667;5650;VRAI;Oui;WALCOURT;NAMUR;;;;;;;;;;;;;;;;;;;;;
Fontenelle;5668;5650;VRAI;Oui;WALCOURT;NAMUR;;;;;;;;;;;;;;;;;;;;;
Fraire;5669;5650;VRAI;Oui;WALCOURT;NAMUR;;;;;;;;;;;;;;;;;;;;;
Pry;5670;5650;VRAI;Oui;WALCOURT;NAMUR;;;;;;;;;;;;;;;;;;;;;
Vogenée;5671;5650;VRAI;Oui;WALCOURT;NAMUR;;;;;;;;;;;;;;;;;;;;;
Walcourt;5672;5650;FAUX;Non;WALCOURT;NAMUR;;;;;;;;;;;;;;;;;;;;;
Yves-Gomezée;5673;5650;VRAI;Oui;WALCOURT;NAMUR;;;;;;;;;;;;;;;;;;;;;
Berzée;5674;5651;VRAI;Oui;WALCOURT;NAMUR;;;;;;;;;;;;;;;;;;;;;
Gourdinne;5675;5651;VRAI;Oui;WALCOURT;NAMUR;;;;;;;;;;;;;;;;;;;;;
Laneffe;5676;5651;VRAI;Oui;WALCOURT;NAMUR;;;;;;;;;;;;;;;;;;;;;
Rognée;5677;5651;VRAI;Oui;WALCOURT;NAMUR;;;;;;;;;;;;;;;;;;;;;
Somzée;5678;5651;VRAI;Oui;WALCOURT;NAMUR;;;;;;;;;;;;;;;;;;;;;
Tarcienne;5679;5651;VRAI;Oui;WALCOURT;NAMUR;;;;;;;;;;;;;;;;;;;;;
Thy-Le-Château;5680;5651;VRAI;Oui;WALCOURT;NAMUR;;;;;;;;;;;;;;;;;;;;;
Aublain;5681;5660;VRAI;Oui;COUVIN;NAMUR;;;;;;;;;;;;;;;;;;;;;
Boussu-En-Fagne;5682;5660;VRAI;Oui;COUVIN;NAMUR;;;;;;;;;;;;;;;;;;;;;
Brûly;5683;5660;VRAI;Oui;COUVIN;NAMUR;;;;;;;;;;;;;;;;;;;;;
Brûly-De-Pesche;5684;5660;VRAI;Oui;COUVIN;NAMUR;;;;;;;;;;;;;;;;;;;;;
Couvin;5685;5660;FAUX;Non;COUVIN;NAMUR;;;;;;;;;;;;;;;;;;;;;
Cul-Des-Sarts;5686;5660;VRAI;Oui;COUVIN;NAMUR;;;;;;;;;;;;;;;;;;;;;
Dailly;5687;5660;VRAI;Oui;COUVIN;NAMUR;;;;;;;;;;;;;;;;;;;;;
Frasnes;5688;5660;VRAI;Oui;COUVIN;NAMUR;;;;;;;;;;;;;;;;;;;;;
Gonrieux;5689;5660;VRAI;Oui;COUVIN;NAMUR;;;;;;;;;;;;;;;;;;;;;
Mariembourg;5690;5660;VRAI;Oui;COUVIN;NAMUR;;;;;;;;;;;;;;;;;;;;;
Pesche;5691;5660;VRAI;Oui;COUVIN;NAMUR;;;;;;;;;;;;;;;;;;;;;
Pétigny;5692;5660;VRAI;Oui;COUVIN;NAMUR;;;;;;;;;;;;;;;;;;;;;
Petite-Chapelle;5693;5660;VRAI;Oui;COUVIN;NAMUR;;;;;;;;;;;;;;;;;;;;;
Presgaux;5694;5660;VRAI;Oui;COUVIN;NAMUR;;;;;;;;;;;;;;;;;;;;;
Dourbes;5695;5670;VRAI;Oui;VIROINVAL;NAMUR;;;;;;;;;;;;;;;;;;;;;
Le Mesnil;5696;5670;VRAI;Oui;VIROINVAL;NAMUR;;;;;;;;;;;;;;;;;;;;;
Mazée;5697;5670;VRAI;Oui;VIROINVAL;NAMUR;;;;;;;;;;;;;;;;;;;;;
Nismes;5698;5670;VRAI;Oui;VIROINVAL;NAMUR;;;;;;;;;;;;;;;;;;;;;
Oignies-En-Thiérache;5699;5670;VRAI;Oui;VIROINVAL;NAMUR;;;;;;;;;;;;;;;;;;;;;
Olloy-Sur-Viroin;5700;5670;VRAI;Oui;VIROINVAL;NAMUR;;;;;;;;;;;;;;;;;;;;;
Treignes;5701;5670;VRAI;Oui;VIROINVAL;NAMUR;;;;;;;;;;;;;;;;;;;;;
Vierves-Sur-Viroin;5702;5670;VRAI;Oui;VIROINVAL;NAMUR;;;;;;;;;;;;;;;;;;;;;
Doische;5703;5680;FAUX;Non;DOISCHE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Gimnée;5704;5680;VRAI;Oui;DOISCHE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Gochenée;5705;5680;VRAI;Oui;DOISCHE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Matagne-La-Grande;5706;5680;VRAI;Oui;DOISCHE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Matagne-La-Petite;5707;5680;VRAI;Oui;DOISCHE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Niverlée;5708;5680;VRAI;Oui;DOISCHE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Romerée;5709;5680;VRAI;Oui;DOISCHE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Soulme;5710;5680;VRAI;Oui;DOISCHE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Vaucelles;5711;5680;VRAI;Oui;DOISCHE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Vodelée;5712;5680;VRAI;Oui;DOISCHE;NAMUR;;;;;;;;;;;;;;;;;;;;;
Charleroi;6000;6000;FAUX;Non;CHARLEROI;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Marcinelle;6001;6001;VRAI;Oui;CHARLEROI;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Couillet;6002;6010;VRAI;Oui;CHARLEROI;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Dampremy;6003;6020;VRAI;Oui;CHARLEROI;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Goutroux;6004;6030;VRAI;Oui;CHARLEROI;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Marchienne-Au-Pont;6005;6030;VRAI;Oui;CHARLEROI;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Monceau-Sur-Sambre;6006;6031;VRAI;Oui;CHARLEROI;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Mont-Sur-Marchienne;6007;6032;VRAI;Oui;CHARLEROI;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Jumet;6008;6040;VRAI;Oui;CHARLEROI;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Gosselies;6009;6041;VRAI;Oui;CHARLEROI;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Lodelinsart;6010;6042;VRAI;Oui;CHARLEROI;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Ransart;6011;6043;VRAI;Oui;CHARLEROI;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Roux;6012;6044;VRAI;Oui;CHARLEROI;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Gilly;6013;6060;VRAI;Oui;CHARLEROI;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Montignies-Sur-Sambre;6014;6061;VRAI;Oui;CHARLEROI;HAINAUT;;;;;;;;;;;;;;;;;;;;;
CSM Charleroi X;6015;6075;FAUX;;CSM Charleroi X;;;;;;;;;;;;;;;;;;;;;;
Charleroi X;6016;6099;FAUX;;Charleroi X;;;;;;;;;;;;;;;;;;;;;;
Montigny-Le-Tilleul;6110;6110;FAUX;Non;MONTIGNY-LE-TILLEUL;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Landelies;6111;6111;VRAI;Oui;MONTIGNY-LE-TILLEUL;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Cour-Sur-Heure;6112;6120;VRAI;Oui;HAM-SUR-HEURE;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Ham-Sur-Heure;6113;6120;FAUX;Non;HAM-SUR-HEURE;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Jamioulx;6114;6120;VRAI;Oui;HAM-SUR-HEURE;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Marbaix;6115;6120;VRAI;Oui;HAM-SUR-HEURE;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Nalinnes;6116;6120;VRAI;Oui;HAM-SUR-HEURE;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Fontaine-L'Evêque;6117;6140;FAUX;Non;FONTAINE-L'EVÊQUE;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Forchies-La-Marche;6118;6141;VRAI;Oui;FONTAINE-L'EVÊQUE;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Leernes;6119;6142;VRAI;Oui;FONTAINE-L'EVÊQUE;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Anderlues;6120;6150;FAUX;Non;ANDERLUES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Courcelles;6121;6180;FAUX;Non;COURCELLES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Gouy-Lez-Piéton;6122;6181;VRAI;Oui;COURCELLES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Souvret;6123;6182;VRAI;Oui;COURCELLES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Trazegnies;6124;6183;VRAI;Oui;COURCELLES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Bouffioulx;6200;6200;VRAI;Oui;CHÂTELET;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Châtelet;6201;6200;FAUX;Non;CHÂTELET;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Châtelineau;6202;6200;VRAI;Oui;CHÂTELET;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Frasnes-Lez-Gosselies;6203;6210;VRAI;Oui;LES BONS VILLERS;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Rèves;6204;6210;VRAI;Oui;LES BONS VILLERS;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Villers-Perwin;6205;6210;VRAI;Oui;LES BONS VILLERS;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Wayaux;6206;6210;VRAI;Oui;LES BONS VILLERS;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Mellet;6207;6211;VRAI;Oui;LES BONS VILLERS;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Fleurus;6208;6220;FAUX;Non;FLEURUS;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Heppignies;6209;6220;VRAI;Oui;FLEURUS;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Lambusart;6210;6220;VRAI;Oui;FLEURUS;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Wangenies;6211;6220;VRAI;Oui;FLEURUS;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Saint-Amand;6212;6221;VRAI;Oui;FLEURUS;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Brye;6213;6222;VRAI;Oui;FLEURUS;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Wagnelée;6214;6223;VRAI;Oui;FLEURUS;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Wanfercée-Baulet;6215;6224;VRAI;Oui;FLEURUS;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Buzet;6216;6230;VRAI;Oui;PONT-À-CELLES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Obaix;6217;6230;VRAI;Oui;PONT-À-CELLES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Pont-À-Celles;6218;6230;FAUX;Non;PONT-À-CELLES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Thiméon;6219;6230;VRAI;Oui;PONT-À-CELLES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Viesville;6220;6230;VRAI;Oui;PONT-À-CELLES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Liberchies;6221;6238;VRAI;Oui;PONT-À-CELLES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Luttre;6222;6238;VRAI;Oui;PONT-À-CELLES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Farciennes;6223;6240;FAUX;Non;FARCIENNES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Pironchamps;6224;6240;VRAI;Oui;FARCIENNES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Aiseau;6225;6250;VRAI;Oui;AISEAU-PRESLES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Pont-De-Loup;6226;6250;VRAI;Oui;AISEAU-PRESLES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Presles;6227;6250;VRAI;Oui;AISEAU-PRESLES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Roselies;6228;6250;VRAI;Oui;AISEAU-PRESLES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Acoz;6229;6280;VRAI;Oui;GERPINNES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Gerpinnes;6230;6280;FAUX;Non;GERPINNES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Gougnies;6231;6280;VRAI;Oui;GERPINNES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Joncret;6232;6280;VRAI;Oui;GERPINNES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Loverval;6233;6280;VRAI;Oui;GERPINNES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Villers-Poterie;6234;6280;VRAI;Oui;GERPINNES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Boussu-Lez-Walcourt;6440;6440;VRAI;Oui;FROIDCHAPELLE;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Fourbechies;6441;6440;VRAI;Oui;FROIDCHAPELLE;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Froidchapelle;6442;6440;FAUX;Non;FROIDCHAPELLE;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Vergnies;6443;6440;VRAI;Oui;FROIDCHAPELLE;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Erpion;6444;6441;VRAI;Oui;FROIDCHAPELLE;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Bailièvre;6445;6460;VRAI;Oui;CHIMAY;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Chimay;6446;6460;FAUX;Non;CHIMAY;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Robechies;6447;6460;VRAI;Oui;CHIMAY;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Saint-Remy;6448;6460;VRAI;Oui;CHIMAY;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Salles;6449;6460;VRAI;Oui;CHIMAY;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Villers-La-Tour;6450;6460;VRAI;Oui;CHIMAY;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Virelles;6451;6461;VRAI;Oui;CHIMAY;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Vaulx-Lez-Chimay;6452;6462;VRAI;Oui;CHIMAY;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Lompret;6453;6463;VRAI;Oui;CHIMAY;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Baileux;6454;6464;VRAI;Oui;CHIMAY;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Bourlers;6455;6464;VRAI;Oui;CHIMAY;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Forges;6456;6464;VRAI;Oui;CHIMAY;HAINAUT;;;;;;;;;;;;;;;;;;;;;
L'Escaillère;6457;6464;VRAI;Oui;CHIMAY;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Rièzes;6458;6464;VRAI;Oui;CHIMAY;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Grandrieu;6459;6470;VRAI;Oui;SIVRY-RANCE;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Montbliart;6460;6470;VRAI;Oui;SIVRY-RANCE;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Rance;6461;6470;VRAI;Oui;SIVRY-RANCE;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Sautin;6462;6470;VRAI;Oui;SIVRY-RANCE;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Sivry;6463;6470;VRAI;Oui;SIVRY-RANCE;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Barbençon;6500;6500;VRAI;Oui;BEAUMONT;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Beaumont;6501;6500;FAUX;Non;BEAUMONT;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Leugnies;6502;6500;VRAI;Oui;BEAUMONT;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Leval-Chaudeville;6503;6500;VRAI;Oui;BEAUMONT;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Renlies;6504;6500;VRAI;Oui;BEAUMONT;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Solre-Saint-Géry;6505;6500;VRAI;Oui;BEAUMONT;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Thirimont;6506;6500;VRAI;Oui;BEAUMONT;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Strée;6507;6511;VRAI;Oui;BEAUMONT;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Leers-Et-Fosteau;6508;6530;VRAI;Oui;THUIN;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Thuin;6509;6530;FAUX;Non;THUIN;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Biesme-Sous-Thuin;6510;6531;VRAI;Oui;THUIN;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Ragnies;6511;6532;VRAI;Oui;THUIN;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Biercée;6512;6533;VRAI;Oui;THUIN;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Gozée;6513;6534;VRAI;Oui;THUIN;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Donstiennes;6514;6536;VRAI;Oui;THUIN;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Thuillies;6515;6536;VRAI;Oui;THUIN;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Lobbes;6516;6540;FAUX;Non;LOBBES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Mont-Sainte-Geneviève;6517;6540;VRAI;Oui;LOBBES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Sars-La-Buissière;6518;6542;VRAI;Oui;LOBBES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Bienne-Lez-Happart;6519;6543;VRAI;Oui;LOBBES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Bersillies-L'Abbaye;6520;6560;VRAI;Oui;ERQUELINNES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Erquelinnes;6521;6560;FAUX;Non;ERQUELINNES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Grand-Reng;6522;6560;VRAI;Oui;ERQUELINNES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Hantes-Wihéries;6523;6560;VRAI;Oui;ERQUELINNES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Montignies-Saint-Christophe;6524;6560;VRAI;Oui;ERQUELINNES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
